family_name,first_name,patronymic,graduation_season,school,tenure_start_date,troupe_city,source,note,entry_id,balletartists_link_status,balletartists_seasons_attested,balletartists_link_note
Панова,Ольга,,1892-93,Moscow,1893-09-01,Moscow,report_per_row,"School/city corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (a stale/mislabeled value carried over from elsewhere), but the page itself is headed ""Московское Театральное Училище / Балетное отдѣленіе"" and its closing paragraph states ""...опредѣлены на службу съ 1-го сентября 1893 г. въ Московскую балетную труппу."" Confirmed by reading the scanned page directly.",graduates_1892-93_p003__e006,linked,1897-98–1900-01,Matches this graduate's own Report-stated date (1893-09-01) against a BalletArtists person active 1897-98–1900-01 -- linked on that basis
Рагузина,Валентина,,1892-93,Moscow,1893-09-01,Moscow,report_per_row,"School/city corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (a stale/mislabeled value carried over from elsewhere), but the page itself is headed ""Московское Театральное Училище / Балетное отдѣленіе"" and its closing paragraph states ""...опредѣлены на службу съ 1-го сентября 1893 г. въ Московскую балетную труппу."" Confirmed by reading the scanned page directly.",graduates_1892-93_p003__e007,linked,1893-94–1907-08,Matches this graduate's own Report-stated date (1893-09-01) against a BalletArtists person active 1893-94–1907-08 -- linked on that basis
Тренинская,Анна,,1892-93,Moscow,1893-09-01,Moscow,report_per_row,"School/city corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (a stale/mislabeled value carried over from elsewhere), but the page itself is headed ""Московское Театральное Училище / Балетное отдѣленіе"" and its closing paragraph states ""...опредѣлены на службу съ 1-го сентября 1893 г. въ Московскую балетную труппу."" Confirmed by reading the scanned page directly.",graduates_1892-93_p003__e008,linked,1893-94–1906-07,Matches this graduate's own Report-stated date (1893-09-01) against a BalletArtists person active 1893-94–1906-07 -- linked on that basis
Центерова,Ольга,,1892-93,Moscow,1893-09-01,Moscow,report_per_row,"School/city corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (a stale/mislabeled value carried over from elsewhere), but the page itself is headed ""Московское Театральное Училище / Балетное отдѣленіе"" and its closing paragraph states ""...опредѣлены на службу съ 1-го сентября 1893 г. въ Московскую балетную труппу."" Confirmed by reading the scanned page directly.",graduates_1892-93_p003__e009,linked,1893-94–1898-99,Matches this graduate's own Report-stated date (1893-09-01) against a BalletArtists person active 1893-94–1898-99 -- linked on that basis
Чумакова,Ольга,,1892-93,Moscow,1893-09-01,Moscow,report_per_row,"School/city corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (a stale/mislabeled value carried over from elsewhere), but the page itself is headed ""Московское Театральное Училище / Балетное отдѣленіе"" and its closing paragraph states ""...опредѣлены на службу съ 1-го сентября 1893 г. въ Московскую балетную труппу."" Confirmed by reading the scanned page directly.",graduates_1892-93_p003__e010,linked,1893-94–1905-06,"Matches this graduate's own Report-stated date (1893-09-01) against a BalletArtists person active 1893-94–1905-06 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Гавриловъ,Александръ,,1892-93,Moscow,1893-09-01,Moscow,report_per_row,"School/city corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (a stale/mislabeled value carried over from elsewhere), but the page itself is headed ""Московское Театральное Училище / Балетное отдѣленіе"" and its closing paragraph states ""...опредѣлены на службу съ 1-го сентября 1893 г. въ Московскую балетную труппу."" Confirmed by reading the scanned page directly.",graduates_1892-93_p003__e011,linked,1893-94–1907-08,Matches this graduate's own Report-stated date (1893-09-01) against a BalletArtists person active 1893-94–1907-08 -- linked on that basis
Гулинъ,Александръ,,1892-93,Moscow,1893-09-01,Moscow,report_per_row,"School/city corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (a stale/mislabeled value carried over from elsewhere), but the page itself is headed ""Московское Театральное Училище / Балетное отдѣленіе"" and its closing paragraph states ""...опредѣлены на службу съ 1-го сентября 1893 г. въ Московскую балетную труппу."" Confirmed by reading the scanned page directly.",graduates_1892-93_p003__e012,linked,1894-95–1906-07,Matches this graduate's own Report-stated date (1893-09-01) against a BalletArtists person active 1894-95–1906-07 -- linked on that basis
Борхардтъ,Луиза,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e001,linked,1894-95–1902-03,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1902-03 -- linked on that basis
Горячова,Елена,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e002,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Ильина,Елена,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e003,linked,1898-99–1907-08,"Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Исаева,Татьяна,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e004,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Кузьмина,Антонина,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e005,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Офицерова,Екатерина,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e006,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Рахманова,Евгенія,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e007,linked,1894-95–1903-04,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1903-04 -- linked on that basis
Рихартова,Ольга,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e008,linked,1894-95–1901-02,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1901-02 -- linked on that basis
Трефилова,Вѣра,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e009,linked,1894-95–1904-05,"Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1904-05 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Фонарева,Александра,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e010,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Чумакова,Ольга,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e011,linked,1894-95–1906-07,"Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1906-07 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Яковлева,Александра,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e012,linked,1898-99–1906-07,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1898-99–1906-07 -- linked on that basis
Алексѣевъ,Алексѣй,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e013,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Васильевъ,Ѳедоръ,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e014,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Кусовъ,Иванъ,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e015,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Легатъ,Сергѣй,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e016,linked,1899-00–1905-06,Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1899-00–1905-06 -- linked on that basis
Сергѣевъ,Николай,,1893-94,St. Petersburg,1894-06-01,St. Petersburg,report_per_row,,graduates_1893-94_p001__e017,linked,1894-95–1906-07,"Matches this graduate's own Report-stated date (1894-06-01) against a BalletArtists person active 1894-95–1906-07 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Галать,Надежда,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e001,linked,1894-95–1906-07,Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1894-95–1906-07 -- linked on that basis
Гельцеръ,Екатерина,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e002,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Михайлова,Любовь,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e003,linked,1896-97–1900-01,Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1896-97–1900-01 -- linked on that basis
Нарышкина,Александра,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e004,linked,1894-95–1902-03,Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1894-95–1902-03 -- linked on that basis
Петрова,Вѣра,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e005,linked,1897-98–1900-01,Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1897-98–1900-01 -- linked on that basis
Симонова,Антонина,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e006,linked,1897-98–1907-08,"Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Смирнова,Марія,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e007,linked,1897-98–1907-08,"Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Бычковъ,Александръ,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e008,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Степановъ,Сергѣй,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e009,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Тройниковъ,Константинъ,,1893-94,Moscow,1894-09-01,Moscow,report_per_row,,graduates_1893-94_p002__e010,linked,1896-97–1904-05,"Matches this graduate's own Report-stated date (1894-09-01) against a BalletArtists person active 1896-97–1904-05 -- linked on that basis (this person's own record documents more than one service period -- 1894-09-01, 1897-02-01, 1897-02-16 -- e.g. a departure and later re-enrollment, not a different person.)"
Астафьева,Серафима,,1894-95,St. Petersburg,1895-06-01,,report_per_row,,graduates_1894-95_p001__e001,linked,1895-96–1904-05,Matches this graduate's own Report-stated date (1895-06-01) against a BalletArtists person active 1895-96–1904-05 -- linked on that basis
Махотина,Евгенія,,1894-95,St. Petersburg,1895-06-01,,report_per_row,,graduates_1894-95_p001__e002,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1895-06-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Мессарошъ,Марія,,1894-95,St. Petersburg,1895-06-01,,report_per_row,,graduates_1894-95_p001__e003,linked,1895-96,Matches this graduate's own Report-stated date (1895-06-01) against a BalletArtists person active 1895-96 -- linked on that basis
Сазонова,Евгенія,,1894-95,St. Petersburg,1895-06-01,,report_per_row,,graduates_1894-95_p001__e004,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1895-06-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Аслинъ,Иванъ,,1894-95,St. Petersburg,1895-06-01,,report_per_row,,graduates_1894-95_p001__e005,linked,1896-97–1907-08,"Matches this graduate's own Report-stated date (1895-06-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Прѣсняковъ,Валентинъ,,1894-95,St. Petersburg,1895-06-01,,report_per_row,,graduates_1894-95_p001__e006,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1895-06-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Аѳанасьева,Вѣра,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e001,linked,1895-96–1906-07,Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1895-96–1906-07 -- linked on that basis
Боткина,Варвара,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e002,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Васильева,Александра,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e003,linked,1895-96–1901-02,"Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1895-96–1901-02 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Крылова,Марія,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e004,linked,1896-97–1900-01,Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1896-97–1900-01 -- linked on that basis
Никитина,Анна,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e005,linked,1895-96–1905-06,Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1895-96–1905-06 -- linked on that basis
Тривчикъ,Анна,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e006,linked,1897-98–1900-01,Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1897-98–1900-01 -- linked on that basis
Ячменева,Надежда,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e007,linked,1898-99–1901-02,"Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1898-99–1901-02 -- linked on that basis (3/4 of this person's dated appearances agree on 1895-10-01; the rest show nearby variant dates 1895-09-01, most likely print-run wobble across yearbook editions, not a different person.)"
Бакинъ,Александръ,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e008,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Никитинъ,Владиміръ,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e009,linked,1896-97–1905-06,Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1896-97–1905-06 -- linked on that basis
Пановъ,Александръ,,1894-95,Moscow,1895-09-01,Moscow,report_per_row,,graduates_1894-95_p002__e010,linked,1898-99–1907-08,"Matches this graduate's own Report-stated date (1895-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis (this person's own record documents more than one service period -- 1895-09-01, 1895-10-01, 1899-10-01, 1901-09-01, 1901-10-01 -- e.g. a departure and later re-enrollment, not a different person.)"
Гончарова,Елена,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e001,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Дюжикова,Римма,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e002,linked,1899-00–1900-01,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1899-00–1900-01 -- linked on that basis
Леонова,Анна,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e003,linked,1896-97–1907-08,"Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis (7/8 of this person's dated appearances agree on 1896-05-01; the rest show nearby variant dates 1896-06-01, most likely print-run wobble across yearbook editions, not a different person.)"
Николаидесъ,Вѣра,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e004,linked,1896-97–1897-98,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1896-97–1897-98 -- linked on that basis
Тимирева,Любовь,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e005,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Франкъ,Вѣра,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e006,linked,1896-97–1907-08,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis
Ивановъ,Александръ,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e007,linked,1905-06,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1905-06 -- linked on that basis
Кристерсонъ,Христіанъ,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e008,linked,1895-96–1906-07,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1895-96–1906-07 -- linked on that basis
Масловъ,Александръ,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e009,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Михайловъ,Леонидъ,,1895-96,St. Petersburg,1896-05-01,,report_per_row,,graduates_1895-96_p001__e010,linked,1895-96–1907-08,Matches this graduate's own Report-stated date (1896-05-01) against a BalletArtists person active 1895-96–1907-08 -- linked on that basis
Другашева,Марія,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e001,linked,1896-97–1907-08,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis
Левенсонъ,Евгенія,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e002,linked,1896-97–1900-01,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1896-97–1900-01 -- linked on that basis
Лѣсновская,Ираида,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e003,linked,1896-97–1899-00,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1896-97–1899-00 -- linked on that basis
Михайлова,Елизавета,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e004,linked,1898-99–1907-08,"Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Панова,Елизавета,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e005,linked,1897-98–1898-99,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1897-98–1898-99 -- linked on that basis
Полякова,Надежда,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e006,linked,1897-98–1900-01,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1897-98–1900-01 -- linked on that basis
Шарпантье,Елизавета,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e007,linked,1897-98–1902-03,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1897-98–1902-03 -- linked on that basis
Ефимовъ,Семенъ,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e008,linked,1897-98–1906-07,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1897-98–1906-07 -- linked on that basis
Ивановъ,Василій,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e009,linked,1898-99–1906-07,"Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1898-99–1906-07 -- linked on that basis (this person's own record documents more than one service period -- 1896-09-01, 1903-09-09 -- e.g. a departure and later re-enrollment, not a different person.)"
Никольскій,Валентинъ,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e010,linked,1896-97–1907-08,"Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Симоновъ,Александръ,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e011,linked,1896-97–1907-08,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis
Хасперъ,Михаилъ,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e012,linked,1896-97–1907-08,Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis
Щегловъ,Василій,,1895-96,Moscow,1896-09-01,Moscow,report_hand_verified,"Own row states no date, but the closing paragraph on the same printed page (graduates_1895-96_p003) does: 'Все перечисленные окончившіе курсъ ученицы и ученики опредѣлены на службу, съ 1-го сентября 1896 года, въ Московскую балетную труппу.' Missed by the original extraction, same pattern as the 1899/1902 report_hand_verified cohorts; read directly off the scanned page.",graduates_1895-96_p003__e013,linked,1896-97–1907-08,"Matches this graduate's own Report-stated date (1896-09-01) against a BalletArtists person active 1896-97–1907-08 -- linked on that basis (this person's own record documents more than one service period -- 1896-09-01, 1901-11-16 -- e.g. a departure and later re-enrollment, not a different person.)"
Ваганова,Агриппина,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,BalletArtists roster consistently shows ['1897-06-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.,graduates_1896-97_p001__e001,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1897-05-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Матятина,Вѣра,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,BalletArtists roster consistently shows ['1897-06-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.,graduates_1896-97_p001__e002,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-05-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
Пржебылецкая,Анна,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,BalletArtists roster consistently shows ['1897-06-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.,graduates_1896-97_p001__e003,linked,1897-98–1903-04,Matches this graduate's own Report-stated date (1897-05-01) against a BalletArtists person active 1897-98–1903-04 -- linked on that basis
Рѣпина,Софія,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,BalletArtists roster consistently shows ['1897-06-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.,graduates_1896-97_p001__e004,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-05-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
